id_1,id_2
0,18427
1,12305
2,17554
3,17346
3,11319
4,11423
4,187
4,5730
4,5147
4,5356
4,7212
4,1879
5,17845
5,16406
5,20510
6,5066
6,17038
8,3975
9,2773
9,14497
12,4683
13,213
13,11971
14,18062
14,3128
14,8389
18,20276
18,961
18,17163
18,11498
18,7966
18,20435
18,2442
18,10468
18,15531
18,16895
18,9525
19,11003
20,364
7427,1901
7427,3342
22,3964
22,14027
22,11609
22,1189
22,11488
11196,7750
26,2509
26,16994
26,12458
26,3270
26,3798
26,8788
27,9521
29,3443
29,10972
30,2838
31,21598
32,16417
32,17252
32,19252
32,19222
32,13003
194,21683
36,18754
37,17363
37,18024
39,18037
39,11916
40,10497
41,14772
41,5097
41,19307
42,14804
43,4163
43,2422
43,14109
44,21274
44,5589
44,19127
44,20168
44,5165
44,18638
44,18624
45,12067
45,11022
45,16993
46,3494
46,3963
47,6686
47,9275
47,16155
48,14228
49,7553
49,7735
50,197
50,17694
50,6441
52,5972
52,10100
52,7206
54,13755
54,14260
55,15384
55,2316
55,10626
56,4779
56,6096
56,20538
57,2117
57,10816
57,6023
15071,3935
59,18152
61,12379
61,18377
61,17731
61,5492
61,5603
61,8050
61,1769
61,8671
61,16482
61,18881
61,11788
61,1728
61,3930
61,8698
62,21172
63,21097
8677,21713
8677,18289
8677,20879
8677,21917
8677,22166
65,13244
65,701
66,9858
67,791
68,20113
69,4186
69,21687
70,19504
70,9282
70,19854
72,15319
72,1381
72,6728
72,18016
72,7460
74,2359
74,10436
75,16895
14854,17877
77,21512
77,12911
77,19000
80,11904
80,17500
81,17300
81,4235
81,8483
81,19574
81,7967
81,16761
81,626
81,3781
81,14998
83,16490
83,10642
83,21048
83,7068
85,17912
85,19729
85,19081
86,17269
88,840
88,18971
88,17460
88,12500
88,16648
88,11003
88,10379
88,16520
88,8049
90,5919
90,15110
90,4453
91,17343
92,7797
92,18396
7437,14653
94,21573
94,12896
94,21729
95,20706
95,20027
95,6556
95,20521
96,18418
96,2539
98,17229
98,6536
98,21226
98,20592
22374,11657
22374,6470
22374,19743
22374,18825
22374,18512
22374,11332
22374,12500
22374,14192
22374,2856
22374,13821
22374,6993
22374,12458
22374,20781
22374,19553
22374,5212
22374,5228
99,17340
99,11469
99,4563
99,1789
99,17169
99,216
100,20462
100,21338
101,25
101,12774
101,8050
101,11850
101,9641
101,1558
101,2539
103,20990
103,10581
104,13783
104,5570
104,15150
104,9574
104,22134
104,3956
106,22173
106,12965
106,12038
106,4419
106,4211
106,12512
106,7503
106,18260
106,11102
109,20107
109,10969
109,14575
109,3397
109,3287
109,15240
110,18560
113,15107
113,19567
113,6244
113,9531
113,21272
113,16337
113,20862
113,11424
113,21497
113,4099
113,3932
113,19133
114,20525
115,8785
115,17624
22282,10347
119,12794
121,8086
123,130
123,16968
123,13719
123,17426
125,14792
126,11537
126,21064
126,19337
127,4440
127,17384
127,3735
127,9284
127,9287
127,4786
127,11634
127,11341
127,21569
127,8754
127,5918
127,770
127,15090
127,9319
128,10166
128,682
128,2833
128,8613
128,2080
128,142
129,1860
129,14908
130,375
130,19743
130,18714
130,1617
131,11507
133,7026
133,715
133,11761
133,11332
133,10426
133,9632
133,1053
133,18216
133,21356
133,21588
134,18495
136,1964
14864,13439
14864,370
138,3990
138,14017
138,6542
138,18021
138,12777
138,10387
138,21066
141,21301
141,15505
141,8439
142,8396
142,4930
142,13984
142,13423
142,672
143,16470
144,13714
145,12928
145,10443
145,12742
147,3641
147,10347
148,12654
150,14356
150,11449
150,3573
151,19731
152,8529
152,6298
152,15674
154,15215
7447,3214
7447,21774
156,22237
157,15114
157,1827
159,9220
159,12088
159,16073
159,15531
163,3731
164,13800
164,20188
165,9973
165,7755
165,13263
1019,7571
1019,7025
169,7488
173,5632
173,15151
173,7364
173,12851
173,22080
173,6552
173,22438
173,8874
173,18974
175,8432
176,7093
176,9990
176,15867
176,5049
176,8498
176,21946
176,6203
176,15046
176,12092
176,9060
178,11332
178,9063
179,11920
180,4472
181,17416
181,18744
182,16193
182,9496
182,12987
182,19588
183,300
183,11158
183,5639
184,12601
185,19264
185,16864
186,15929
186,10497
186,17412
186,13656
186,19037
186,21668
186,17151
186,3915
187,22173
187,8204
187,3775
187,11102
187,3423
187,5785
187,14628
187,13538
187,9706
187,3813
187,17069
187,8687
187,1602
187,8417
187,20281
187,15385
187,4967
187,9512
187,1377
187,1997
187,20488
187,22435
188,8216
188,21626
191,4319
196,21674
196,659
196,5496
197,1025
197,6115
197,7083
197,13441
197,17940
197,5748
197,6137
197,20276
197,14213
197,11401
197,9117
197,18512
197,15721
197,927
197,12899
197,14661
197,5212
197,4779
197,20559
197,18734
197,2991
197,11430
197,17197
198,759
199,6667
200,17983
201,18180
202,15259
203,12894
203,8999
203,2482
203,2651
204,18735
205,5072
205,227
205,20694
205,7367
206,10041
206,5343
206,22330
206,16535
206,14706
208,21065
210,6355
210,4484
210,290
212,6892
212,6208
212,20848
212,16587
212,13976
212,4636
212,2808
212,12882
212,4128
212,17594
212,12536
212,10284
212,7369
212,12456
212,8868
212,20729
212,20481
212,19083
213,7945
213,19292
215,6622
215,14791
216,21491
7460,4193
7460,6473
7460,18306
7460,12868
7460,8734
7460,17148
7460,17866
7460,22177
7460,16994
7460,13653
7460,16869
7460,16741
7460,22240
7460,6173
7460,10544
7460,19319
7460,5212
7460,6453
7460,10426
7460,4657
218,18097
218,19667
218,19458
218,3729
220,17358
220,1326
221,14981
221,14905
222,18887
222,16399
222,12011
222,3999
224,3004
225,6675
225,20415
226,17337
226,6558
227,13981
227,17484
227,15158
227,8143
229,12393
229,4398
229,17092
230,2278
230,8271
230,3070
231,10729
1379,11958
233,5035
233,13798
234,11423
237,9638
238,15151
238,6677
238,16960
238,12450
238,17386
238,2366
238,9176
238,12461
238,14815
238,8932
239,12617
239,20617
239,17087
1439,5208
1439,8877
242,18113
242,6066
248,17579
248,8266
248,17451
254,9625
254,15951
254,4343
254,20279
254,21231
254,10202
254,16093
256,21208
256,5632
257,12286
257,18198
262,262
262,2957
262,6517
262,1989
266,17262
267,267
267,3709
268,14577
270,12408
270,15909
270,16895
1610,14735
273,13009
273,19243
10057,14686
10057,13755
10057,14260
10057,13716
10057,16641
10057,5049
274,14907
277,10526
277,4969
277,18736
277,5183
278,909
278,2112
280,8911
280,21347
280,17284
283,3869
283,17475
283,9033
283,16816
283,6653
283,1850
283,4357
284,13353
285,16849
285,9035
287,18644
287,21444
287,21351
288,9698
288,17880
289,799
289,11947
289,8780
289,17089
290,13258
290,9583
290,13966
290,5066
290,11611
290,21546
290,3903
290,13484
290,6355
290,20217
290,21614
290,15216
290,6040
290,13517
290,8304
290,19204
290,15644
290,3300
290,2238
290,17452
290,21113
292,12109
296,1998
296,5064
296,1827
296,18972
296,20632
296,7641
296,5518
296,21254
296,13242
296,18906
296,17631
296,15568
296,3630
296,2914
298,13012
298,6554
298,7189
298,22256
298,11692
18718,501
18718,11209
4264,13920
302,7090
303,14710
303,16506
304,1866
304,11228
304,22085
304,4497
304,10362
304,8411
304,2455
304,5248
304,6176
304,15017
304,15653
304,19033
304,1595
305,10571
305,5993
305,17695
305,20232
306,3269
306,9287
306,18927
306,7162
306,19398
306,20750
306,19778
307,9504
307,1740
307,4040
307,12547
307,1312
307,13574
307,14988
307,16490
307,15649
307,13453
307,15045
307,2331
307,16977
307,1205
307,15531
307,17658
307,22375
307,7467
308,9455
308,17480
308,9973
308,7663
308,21605
14896,19439
14896,10264
311,22389
311,9512
314,9253
315,13525
316,5375
319,8050
319,13435
7475,3896
7475,11846
7475,3066
7475,9663
7475,8579
7475,3743
7475,14981
7475,6994
321,2043
321,15537
321,14282
321,12738
321,19053
321,2746
321,1796
321,4549
321,1668
321,2455
321,21803
321,11686
321,22025
322,15523
323,21998
323,16131
324,22340
324,13165
325,9864
325,17072
325,15713
325,5162
325,7747
325,20224
325,11308
325,358
325,18998
325,21779
326,9759
326,4192
326,1351
326,6789
326,7134
326,22052
326,5448
326,6679
326,10439
327,4649
328,17976
328,4113
329,17791
330,6344
330,8674
332,8119
333,10118
334,19862
334,16086
334,3070
334,7670
334,21962
335,7663
336,881
336,8695
336,7203
336,18987
337,2162
337,496
338,18963
339,11277
339,20575
339,11341
339,19200
339,18655
339,9349
339,6103
339,2142
339,16895
340,14695
341,4420
341,1960
341,20699
341,21338
341,16028
342,15686
342,2723
343,18548
343,8540
343,14192
343,6189
346,17889
346,13521
347,10126
347,13530
347,1710
347,9594
11240,15656
11240,11984
11240,2783
350,11332
350,18495
351,22196
352,17100
355,7173
356,12288
356,19511
356,9086
356,9262
356,12247
356,18457
356,4922
356,5726
356,16876
356,15626
356,3564
356,9104
356,22440
356,15830
356,9844
356,20255
360,7615
360,17144
361,12066
361,16511
361,1111
361,15645
362,5895
11244,3499
11244,20930
11244,961
11244,12496
11244,15174
11244,10503
11244,14060
11244,16895
11244,22328
11244,3370
11244,20892
11244,16093
11244,2942
11244,19777
11244,7467
364,2613
364,448
364,7868
364,3234
364,3517
364,6136
364,18750
364,13591
364,13562
364,2055
364,21731
364,7454
364,5542
364,1121
364,3563
364,14588
364,15317
364,15947
364,9593
364,14335
364,22208
365,2651
365,18280
365,1541
365,3307
365,21897
365,5916
365,19937
365,8194
365,21922
365,3494
365,2042
366,20113
367,3862
367,22385
367,14128
367,12812
367,14207
368,614
368,8813
368,19347
368,9294
368,16895
369,9678
369,3906
369,7091
369,9222
369,2159
369,16427
369,21120
369,9554
369,13005
370,14781
370,7941
370,21051
371,8517
373,9824
11247,2245
375,6492
375,2294
375,14181
375,5655
375,14245
375,9480
1042,15872
1042,11536
377,20433
377,3097
377,983
377,754
377,13139
377,9241
378,14205
380,13710
380,21381
382,21713
382,15647
382,4061
382,13494
382,2974
383,14031
383,21838
383,6741
383,9534
383,19137
383,17051
385,7295
385,10306
387,1424
388,4228
388,12677
390,4583
391,1431
391,8367
391,9104
392,2280
392,22073
393,11180
393,18386
393,2007
394,5494
395,10797
395,6113
395,15153
395,20625
395,8204
395,14502
395,1182
395,5759
397,11428
398,8631
400,7571
401,7692
402,13932
402,8860
402,2794
402,9128
402,16868
402,9973
402,12419
402,9709
403,4439
21850,21932
405,4440
405,6045
405,5458
405,1387
405,9294
405,20279
405,17148
405,2142
406,9165
406,8903
406,4373
406,12880
406,11209
406,2202
406,3433
406,20093
406,16545
406,3280
406,21759
406,12011
406,9215
406,6001
406,15560
406,3138
406,3838
406,19292
406,9496
407,12614
407,21512
407,20888
407,4429
407,18964
407,15258
407,12461
407,14766
407,14106
410,12514
410,12774
410,9641
410,15416
410,20335
410,3885
412,2315
412,11585
412,8486
412,18888
412,9363
413,12747
413,8634
413,21830
14908,14427
14908,496
14908,12305
419,17959
420,12707
421,3365
11253,7733
11253,12486
11253,17693
424,22373
426,8869
426,2096
426,1917
426,17148
426,8565
426,10792
2531,19632
2531,22041
2531,4483
2531,6807
430,10186
430,8327
430,11912
430,19990
432,13507
433,1453
434,21301
436,22171
436,8813
436,12000
436,10426
436,20818
437,19196
437,1264
439,3269
439,5149
440,12049
441,3267
444,5780
9968,14031
9968,16590
9968,16602
9968,1047
9968,10419
9968,1003
9968,15785
9968,22265
9968,12696
9968,7892
9968,21588
9968,11043
9968,17460
9968,10554
9968,6189
9968,8519
445,16716
447,6961
449,5300
449,8309
449,5610
449,7097
452,21131
452,21470
454,9551
454,9648
456,22400
456,8747
456,17441
456,16976
456,10082
456,20672
457,15218
457,16560
459,6169
459,20191
460,4402
461,5765
463,21713
464,657
466,14834
466,20890
467,13440
467,21149
469,1228
469,22417
469,4742
470,5284
470,7401
470,9967
2793,14003
474,8309
474,18613
478,21338
478,7634
478,5562
478,2685
478,7258
478,992
478,13478
479,12075
479,7981
480,18811
481,5502
481,4106
481,22186
481,13027
481,15986
481,9359
481,21245
481,9003
481,18984
481,2237
481,8188
481,3579
481,688
483,9824
483,9088
483,14452
484,10643
484,909
484,6606
486,21462
486,13400
486,8852
486,20927
486,12095
487,1865
487,8129
487,7250
489,13939
490,13418
490,8216
490,2233
492,10501
494,18819
494,9394
494,17671
494,9363
495,14328
495,9030
495,14502
495,8083
495,15544
495,21685
495,10452
496,2444
496,19623
496,13272
496,9972
496,4561
496,4672
496,5451
496,10345
496,7198
496,3558
496,15721
496,4249
496,13487
496,14497
496,19762
496,16853
496,10208
496,14341
496,10702
496,16519
496,14049
496,16887
496,15064
496,21315
496,9910
496,5019
496,8139
496,11145
496,16902
496,20173
496,16021
496,20574
496,13576
496,20646
496,16470
496,12912
496,15488
496,19388
500,12258
501,13216
502,5369
502,18648
504,7259
504,22295
505,15603
505,12674
505,8618
507,781
507,18694
507,7029
507,13110
507,18800
508,2434
509,20901
509,12601
510,9001
510,13537
511,4889
512,2782
513,2842
513,3281
513,14495
513,13630
513,4864
514,4028
514,14273
514,15698
514,1827
514,5695
515,10833
14926,22041
517,13212
517,14429
517,2856
519,2547
520,7457
521,10535
521,13689
521,15654
522,21468
522,11548
522,14623
522,3265
522,8773
522,6926
522,741
522,18605
522,6552
522,1458
522,8874
522,18903
523,8602
525,14469
526,19731
526,19031
527,17713
528,7357
528,3070
528,22100
528,1267
530,1654
530,14497
531,701
533,10272
536,14988
536,4061
536,6720
536,7722
3234,13769
538,2639
538,4737
538,1360
542,15210
542,4300
542,14973
542,3973
542,18068
3279,11498
18766,1934
18766,18984
18766,3277
18766,14637
18766,3092
548,7259
550,12058
550,5353
550,12519
550,4904
551,12576
551,3393
552,2058
552,7076
552,20774
554,22391
554,12569
555,1352
555,13873
556,18648
558,15747
559,6766
559,8483
559,21178
560,12135
560,9550
560,21254
560,19599
560,3630
560,11063
562,14882
562,16052
563,1756
566,3187
567,15909
567,9284
567,11634
567,16560
567,8869
567,4097
567,12283
567,2085
567,1071
568,5589
568,21681
568,13140
568,18167
568,6706
568,8062
568,21087
570,2018
571,12437
571,3731
571,13294
572,7763
572,20528
572,20571
573,13691
574,13309
577,21643
577,14650
578,578
9768,5170
580,13175
580,20990
582,17374
583,4818
583,16427
585,12831
585,6720
585,22052
586,20502
587,15097
590,14981
590,9319
591,4643
591,9248
591,1100
591,10302
591,20986
591,13724
592,18537
592,4948
593,1401
593,20521
594,155
594,8099
594,4741
594,16990
594,8505
595,1466
597,6499
597,7919
600,10198
600,16639
600,22110
600,9562
600,15928
601,15714
601,16592
601,12882
604,6720
604,22052
606,15510
608,16087
608,12833
608,14804
609,15553
610,16159
613,17386
613,21512
613,13294
613,18974
613,7080
613,14079
613,18105
613,14488
613,19978
613,21211
613,9176
613,14680
614,2297
614,8002
614,4153
614,17983
614,7899
614,21838
614,7379
614,18995
614,2874
615,18870
615,11741
615,10640
620,13418
620,18966
621,10257
622,11066
622,9469
622,10294
622,21351
622,1895
622,10110
622,4786
627,16389
627,22369
628,13671
7527,14902
631,721
631,4907
632,2278
632,16208
632,3171
632,14633
632,18878
632,16336
632,8351
633,18447
633,6077
633,3179
635,6232
637,15183
639,15787
641,17566
643,12053
643,3075
646,15246
646,19428
647,6012
647,20848
648,7848
648,17240
652,20269
654,10805
655,21347
655,18710
655,13853
655,13608
655,14868
655,10512
655,14076
655,21955
655,5362
655,10210
656,13520
659,3678
659,6608
660,13174
660,2744
660,891
660,20937
660,12674
661,22308
661,5811
661,21616
664,16565
664,10269
664,666
664,20547
664,21662
665,14438
666,21926
666,20620
668,1268
668,12741
669,9304
669,6198
669,22147
670,20221
675,2940
675,20981
676,6089
678,15025
679,5373
679,9125
679,9087
679,17376
679,16895
681,6708
682,789
682,9936
682,7969
682,13016
682,4476
682,19076
682,9602
684,12237
684,4205
684,7934
684,6774
684,10759
684,16437
684,16910
684,14151
685,8242
688,1033
688,10447
688,16708
688,701
688,22175
689,7485
689,2527
689,8674
689,6523
689,14650
690,22237
692,2881
694,6584
694,11041
695,14821
695,8993
695,7663
695,14482
696,16809
11301,3695
699,7391
701,4189
701,13264
701,20345
701,14278
701,10829
701,18569
701,12141
701,7010
701,12250
701,20708
701,20392
701,363
701,10538
701,4950
701,4601
701,11602
701,18676
701,2242
701,5340
701,21708
701,21496
701,829
701,20083
701,18678
701,5856
701,861
701,19981
701,4276
701,11603
701,21572
701,19448
701,18216
701,1592
701,3726
701,8934
701,12426
701,19092
701,19837
701,9359
701,18436
701,13512
701,4441
701,17924
701,19131
701,21639
701,3423
701,19885
701,4825
701,10989
701,21317
701,6930
701,21685
701,7241
701,11705
701,11873
701,17111
702,4484
703,11846
705,1339
709,5283
709,13362
709,7216
709,8220
709,4159
709,17540
709,6622
709,1896
709,1328
710,9160
710,12851
710,13213
710,8400
710,21211
710,5029
710,13294
710,7600
710,3722
710,8932
710,20441
710,5187
710,22333
710,20888
710,14079
710,12450
710,12143
710,8874
710,12461
710,9988
711,15764
711,19364
714,6956
714,11565
714,3780
715,9125
715,1654
715,17208
715,19432
715,12098
715,19820
715,16977
715,18966
715,9373
715,20700
715,6107
715,11352
715,16895
715,7467
718,2112
719,7267
720,9653
720,11514
720,6297
720,6799
720,9563
720,21921
720,8348
720,18327
720,20415
721,4477
721,16210
721,3385
722,1193
722,3300
722,22403
722,16777
722,12645
722,15644
723,7161
723,15131
723,3695
724,4379
724,19657
724,14213
725,11737
729,7394
729,9651
729,1796
729,15285
729,2545
729,6091
729,8068
729,10372
729,2409
729,9229
729,21658
729,1282
729,2170
729,21622
730,1691
730,5634
730,13020
730,18151
730,3223
730,4741
730,17740
735,17629
738,15686
739,2496
739,11125
739,10379
739,14245
739,19146
739,13719
739,21729
739,2822
741,17386
741,7364
741,8120
741,20342
741,18856
742,17126
742,20875
743,21120
743,12308
744,10591
744,13373
745,15027
745,3504
746,16987
746,19998
746,2115
748,22118
749,6198
750,16691
750,8282
751,10606
752,5458
752,2029
752,13139
752,14887
753,3788
754,8216
754,961
754,15110
754,3242
754,8516
754,2284
754,12088
754,10789
754,11323
754,5458
754,9220
754,10350
754,15849
754,767
754,6441
754,1278
754,1745
754,4518
754,7827
755,850
755,14895
756,21053
756,15067
756,9944
756,12139
757,6441
757,14497
757,19777
757,1387
757,8700
758,2749
758,9298
758,15442
761,15964
761,3335
762,8823
762,8956
762,9431
763,10707
764,1248
765,9762
11316,8780
11316,7150
767,19743
767,17384
767,21961
767,4772
767,6066
767,3097
767,9241
769,12940
770,5433
770,1387
770,2442
770,7260
770,18655
770,13543
770,16977
770,9294
770,4502
770,15742
770,7653
770,20743
771,8708
772,3455
774,14506
774,2219
777,12263
4657,8918
4657,19743
4657,12215
4657,21729
4657,11836
781,839
781,21225
782,8347
782,18850
783,10898
783,1381
5241,5345
5241,21708
5241,14192
5241,7765
18800,18913
788,3973
789,13956
789,16622
791,13757
793,14260
794,19896
794,20770
794,7348
794,17148
794,8700
796,5389
797,2293
797,10507
797,2941
799,19000
799,13294
799,1553
800,10329
802,17914
802,3429
802,6603
802,9653
802,16124
802,12160
802,5844
802,945
802,13134
803,6163
804,11809
804,14068
805,7729
806,9690
808,13418
808,12464
810,20083
811,13551
811,16779
811,22435
811,2282
811,18090
811,20488
14525,10859
813,17392
813,9521
814,12466
815,9279
815,9674
815,18382
4887,3022
4887,16472
4887,20702
4887,20206
4887,19617
819,21929
820,21606
822,7444
822,13294
822,3477
824,6769
824,18279
827,11779
827,20820
827,1199
827,13056
827,15822
829,3894
830,3649
831,12286
831,14650
832,4732
833,13150
833,8267
833,22132
833,14812
833,21894
833,10384
833,5845
837,19487
839,9813
839,5229
839,16105
839,7288
839,6706
839,21087
839,5317
840,13264
840,17460
840,15468
840,4559
840,14272
840,3672
840,8519
840,16968
840,8381
842,3359
842,19707
846,1742
848,16688
848,21272
848,14155
848,9532
848,2983
849,16613
852,2418
854,19726
855,21122
855,20888
856,8268
857,14750
4048,1230
861,12203
861,19062
861,14577
863,4775
863,6932
863,19762
863,10515
863,8450
863,11459
863,15099
5180,2358
865,5503
865,18155
865,17480
865,21120
865,14094
866,16870
869,4536
871,8974
871,16869
873,13321
875,20415
876,5037
877,13494
878,15072
878,16962
