id_1,id_2
1,21708
1,22171
1,15785
1,10281
1,22265
1,22405
1,10379
1,13737
1,8533
1,5755
1,17460
1,18304
1,10554
1,11557
2,2629
2,11537
2,13205
2,17728
2,126
3,16742
3,3479
3,22338
3,9654
4,20876
4,21280
4,1489
4,17695
4,11102
4,6427
4,14628
4,22401
4,16128
4,12872
4,14155
4,21631
4,17507
4,3676
4,14332
4,8843
4,7813
5,1840
5,17411
5,945
5,20271
5,14862
5,3726
6,18893
6,12625
6,13966
6,3300
6,16052
7,12361
7,18601
10,14
11,20092
11,12130
11,19489
12,18391
12,6008
12,19356
13,22435
13,395
13,16399
13,9001
13,6113
13,501
13,1494
13,12762
13,4253
14,11034
14,5458
14,5822
14,20071
14,10622
14,3695
14,17866
14,10418
14,2075
14,10109
14,17325
14,10426
14,9745
14,10641
14,5994
14,22020
14,5398
15,15507
15,18689
17,1626
18,11323
18,11644
18,3259
18,2224
18,5943
18,14597
18,5622
18,5046
18,12842
19,18886
19,4064
19,18374
19,20923
7427,916
7427,7502
7427,6219
7427,19493
7427,18527
7427,18886
7427,4320
7427,15425
7427,17212
7427,21809
7427,8057
7427,12169
7427,4045
7427,6686
7427,1063
7427,10231
7427,14249
7427,1710
7427,15188
7427,4246
7427,9104
7427,9594
22,4106
22,14467
22,10633
22,15690
22,21325
22,4670
22,10959
22,15868
23,7082
23,19678
23,6457
24,21035
24,21955
11196,7216
26,18024
26,22177
26,10544
26,18368
26,13602
26,14409
26,17354
26,8734
26,8763
26,4948
26,6264
26,14768
26,9235
26,18725
26,7460
11197,17523
29,9500
29,14840
29,15807
29,5160
29,4941
29,19643
30,8584
32,1783
32,17833
32,14832
32,1980
32,14791
194,16853
36,21489
37,13886
37,22177
37,17354
37,8149
37,19957
37,4948
38,1381
38,14205
39,11260
39,19387
39,1176
39,18234
39,19271
40,10581
40,19197
41,16635
41,6095
41,21163
41,10621
41,19458
41,11815
42,13992
42,18030
42,16727
43,10503
43,13418
43,1750
43,188
44,4401
44,9813
44,21324
44,16105
44,1618
44,13408
44,11248
44,20516
44,4527
44,2160
44,20037
44,20889
44,9996
44,11850
44,8062
44,7978
45,14790
46,16127
46,2252
46,12130
46,5878
47,19436
47,3409
47,19731
48,5541
48,6206
49,7734
49,13608
49,7837
49,14868
49,8535
49,10512
49,10210
49,20216
49,5500
50,5280
50,13576
50,19743
50,7320
50,10707
50,14213
52,11878
52,14080
53,21072
54,19426
54,9248
55,9578
55,14350
55,8348
55,22149
55,15121
55,21937
56,16887
56,496
56,1339
56,3935
56,20781
57,10895
57,21662
57,4656
57,18442
57,20543
59,5353
59,13048
60,11611
60,6886
60,22403
60,18782
60,16052
61,21732
61,12684
61,17491
61,21896
61,16700
61,5074
61,13117
61,3273
61,5523
61,8455
61,12627
61,20795
61,18693
61,1544
61,22236
61,4079
61,8501
61,11001
61,11809
61,11667
61,3215
61,15751
61,19367
61,7839
61,21781
62,3026
8677,9759
8677,9850
8677,7108
8677,22230
8677,15749
8677,10439
65,16993
65,17392
65,9940
66,8458
66,12677
67,18992
67,18919
68,16502
68,19635
69,12031
70,14551
70,18911
70,3663
70,7029
70,4693
70,9710
70,18475
72,17641
72,10372
72,9275
72,21729
72,16552
73,1621
74,20744
74,6337
74,18827
74,18440
74,16721
74,6348
74,1327
74,8523
75,14497
75,14659
75,19027
75,8014
75,11244
77,8482
77,9197
77,8874
77,20888
77,10241
77,13294
