node1,node2
1,5
1,8
1,10
1,12
1,14
1,15
1,17
1,19
1,20
1,21
1,23
1,26
1,28
1,30
1,31
1,33
1,34
1,36
1,38
1,39
1,41
1,43
1,44
1,47
1,49
1,50
1,51
1,56
1,60
1,61
1,65
1,66
1,67
1,68
1,69
1,74
1,77
1,81
1,82
1,83
1,85
1,86
1,90
1,92
1,93
1,95
1,97
1,101
1,102
1,103
1,104
1,105
1,106
1,109
1,110
1,112
1,113
1,115
1,116
1,124
1,126
1,128
1,130
1,131
1,133
1,134
1,136
1,137
1,138
1,141
1,143
1,145
1,147
1,148
1,149
1,150
1,4
1,7
1,8
1,10
1,11
1,12
1,19
1,21
1,22
1,23
1,25
1,29
1,33
1,35
1,37
1,39
1,41
1,44
1,46
1,47
1,48
1,49
1,52
1,55
1,56
1,57
1,61
1,64
1,66
1,69
1,71
1,76
1,77
1,82
1,83
1,84
1,85
1,87
1,88
1,89
1,90
1,93
1,94
1,95
1,98
1,99
1,100
1,104
1,105
1,106
1,107
1,108
1,109
1,110
1,111
1,113
1,116
1,117
1,118
1,120
1,122
1,128
1,132
1,133
1,135
1,137
1,138
1,141
1,143
1,150
1,151
1,152
1,164
1,166
1,171
1,179
1,181
1,184
1,188
1,189
1,194
1,195
1,200
1,202
1,211
1,212
1,215
1,217
1,220
1,228
1,231
1,237
1,257
1,270
1,271
1,272
1,281
1,287
1,288
1,291
1,297
1,298
2,2
2,3
2,6
2,8
2,10
2,11
2,13
2,14
2,15
2,16
2,18
2,19
2,21
2,22
2,25
2,28
2,30
2,33
2,34
2,35
2,40
2,41
2,44
2,45
2,46
2,47
2,53
2,54
2,55
2,66
2,67
2,68
2,70
2,71
2,72
2,74
2,79
2,83
2,84
2,85
2,91
2,92
2,93
2,94
2,96
2,97
2,99
2,101
2,104
2,105
2,106
2,107
2,108
2,110
2,112
2,117
2,120
2,122
2,126
2,129
2,132
2,133
2,134
2,135
2,140
2,146
2,147
2,149
2,3
2,4
2,8
2,9
2,13
2,15
2,16
2,19
2,20
2,21
2,23
2,25
2,26
2,30
2,31
2,32
2,33
2,34
2,37
2,38
2,39
2,41
2,45
2,48
2,50
2,52
2,54
2,57
2,59
2,62
2,63
2,65
2,66
2,68
2,73
2,74
2,76
2,77
2,78
2,80
2,82
2,84
2,86
2,87
2,89
2,91
2,93
2,94
2,95
2,98
2,99
2,100
2,102
2,103
2,104
2,106
2,107
2,109
2,110
2,114
2,115
2,117
2,119
2,125
2,126
2,131
2,132
2,135
2,136
2,137
2,139
2,144
2,148
2,155
2,156
2,158
2,159
2,167
2,168
2,171
2,188
2,194
2,200
2,212
2,214
2,215
2,216
2,219
2,220
2,227
2,228
2,237
2,244
2,252
2,256
2,264
2,270
2,272
2,274
2,277
2,282
2,286
2,288
2,289
2,297
2,298
3,2
3,2
3,4
3,5
3,10
3,11
3,12
3,16
3,17
3,20
3,25
3,28
3,29
3,32
3,34
3,35
3,37
3,38
3,39
3,41
3,42
3,48
3,50
3,53
3,55
3,56
3,57
3,59
3,62
3,63
3,64
3,68
3,75
3,80
3,85
3,88
3,90
3,93
3,96
3,98
3,99
3,102
3,103
3,105
3,106
3,107
3,111
3,112
3,114
3,118
3,122
3,125
3,128
3,130
3,131
3,132
3,136
3,137
3,138
3,139
3,140
3,148
3,149
3,4
3,5
3,6
3,8
3,9
3,10
3,11
3,13
3,14
3,15
3,18
3,20
3,21
3,22
3,23
3,27
3,28
3,29
3,34
3,35
3,36
3,39
3,40
3,41
3,42
3,44
3,45
3,47
3,48
3,49
3,54
3,56
3,57
3,58
3,59
3,60
3,61
3,62
3,66
3,67
3,69
3,71
3,75
3,78
3,79
3,80
3,81
3,84
3,87
3,89
3,92
3,95
3,98
3,103
3,104
3,105
3,107
